TARGET_deathRate,incidenceRate,medIncome,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctPrivateCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds
149.8,412.7,43242,11.9,57.3,56.2,58,"Charlotte County, Florida",2.26,55.8,23.5,37.8,34,4.7,61.1,51,20.1,90.49902584,5.606123668,1.282399281,0.573038249,53.69071476
160,436,41382,19,38.8,37.6,40.4,"Pueblo County, Colorado",2.49,46.7,20.1,29.2,NA,6.6,58.4,45.5,27.1,78.76225088,2.238745906,0.763996805,10.99870603,44.75893652
227.9,511.5,30172,26.2,42.7,40.2,44.3,"Monroe County, Kentucky",2.39,55.9,16.3,42.3,NA,2.2,55.3,48.3,30.3,95.58755225,2.563864375,0.120761728,1.003251277,53.49988746
211.8,500.6,39506,19.6,43.4,42.3,44.5,"Hawkins County, Tennessee",2.42,52.7,12.6,46.8,NA,5.8,61.2,42.4,23.8,96.21874724,1.397649969,0.367523633,0.385193038,50.25251435
191.8,469.5,41346,18.3,38.4,36.5,40.7,"Randolph County, Missouri",2.72,47.1,23.6,28.1,NA,2.4,61.5,39.1,21.4,90.5351104,5.008951661,0.517207082,0.266560573,51.46745562
171.3,492.1,57682,8.4,44,43.1,45.7,"Hancock County, Iowa",2.33,60.3,17,29.7,42.9,10.4,79.4,33.2,13.9,97.08799135,0.64911648,0.306527227,0.4056978,56.73015194
183.4,483.1,32408,26.1,36.7,35.6,37.5,"Cook County, Georgia",2.74,50.2,27.4,41.1,NA,1.1,45,38.4,24.8,69.13638232,27.6991722,0.293547819,1.567545353,51.46987169
194.5,414.1,42572,16.3,38.3,37.1,39.5,"Greene County, Arkansas",2.56,53.1,20.5,40.2,NA,3.5,58.7,41.1,23.6,96.22193536,0.917431193,0.133696003,0.786040293,53.29097231
194.7,453.5494221,50525,12.9,43,39.7,46.7,"Harper County, Kansas",2.34,56.6,17.1,44.7,NA,6.3,71.7,32.8,14,96.21225047,0.153557413,0.051185804,0.580105784,51.95232224
159,463.7,61908,11,36.3,35,38.1,"Chittenden County, Vermont",2.36,46,6.5,15.1,62.4,15.9,77.7,29.2,15.6,91.5779126,2.383054392,3.245236709,0.403228331,46.86919273
174,473.2,40782,18.2,40.5,39.3,42,"Tehama County, California",2.63,51.4,14.8,45.1,NA,1.8,53.1,47.8,28,86.44381809,0.508297441,1.28103623,4.609513555,50.75092811
182.6,471.3,58539,10.9,39,37.6,40,"Clay County, Florida",2.84,53.4,16,35.4,NA,5,70.1,29.7,14.9,82.00864161,9.763596853,3.166393978,1.06931014,56.88094652
170.6,368.5,42081,14.7,44.2,43.1,45.1,"Sanilac County, Michigan",2.55,53.6,17.8,39.1,NA,3.7,63.8,40,20.2,96.63683534,0.571238159,0.311800828,0.606940544,53.63022113
197.5,444,47376,10.8,50.3,46,54.3,"Daniels County, Montana",1.99,57.2,14.4,44,NA,0,78.8,33.5,11.7,98.17974972,0,0.170648464,0.910125142,48.15242494
156,467.9,62745,7.6,41.8,40.3,43,"Plymouth County, Iowa",2.45,60,17.7,29,NA,7.5,78.8,30.3,14.1,96.80923832,0.506981049,0.342011025,0.95360721,58.16908454
206.3,433.7,41610,16.8,40.5,40.4,40.8,"Daviess County, Missouri",2.65,58.1,42.1,28.5,NA,1.1,58.8,34.7,15.7,97.42660384,0.894043736,0.060408361,0.132898393,59.99343617
184.1,484.7,54831,11.8,41,39.9,42,"Shelby County, Indiana",2.54,51.6,20.7,34.3,NA,3.9,69.2,30.2,15.8,94.38806508,1.264598006,0.735807025,2.37393398,50.57290758
187.8,494.2,38947,22.3,38.8,38.3,39.3,"Cherokee County, South Carolina",2.68,47.2,22.7,28.7,NA,7.5,56.4,40.5,24.5,75.64577627,20.13855325,0.554929023,1.607504072,46.51854017
141,482.9,40436,11.8,51.4,53.1,50.9,"Garfield County, Nebraska",2.1,57,4.1,21.1,46.3,28.5,70.2,41.8,16.8,97.98241076,0.620796689,0,0.310398345,49.16943522
205.4,513.7,46226,16.9,36.7,35.3,37.7,"Grant County, Kentucky",2.91,54.9,10.5,48.3,NA,5.1,67.3,34.5,18.4,94.85610053,0.31617349,0.024321038,2.375354682,56.81681682
216.3,529.5,33091,22.1,43.1,41.6,44.4,"Iron County, Missouri",2.46,50.8,16.4,46.4,NA,0.5,52.1,43.6,24.9,95.04940903,2.606084092,0,0.261577214,50.22244192
171.1,453.5494221,39764,16.7,43.8,42.1,46.1,"Wilson County, Kansas",2.37,53.2,20,34.4,NA,9,60.1,40,21.3,94.62531729,0.154508332,0.629069639,0.684251186,49.88060494
142.5,389,27522,32,43,40.7,47.3,"Tensas Parish, Louisiana",0.0248,33.8,40.4,30.7,NA,0,38.7,42.6,23.1,42.75495606,56.46842428,0,0.572246066,31.95822454
199.8,455.5,36375,19.6,43.4,42.3,44.7,"Nicholas County, West Virginia",2.39,57.9,14.7,44.2,NA,1.3,61.6,44.1,23.5,99.32896259,0.034708831,0.208252989,0,55.74302401
189.3,453.5494221,51116,14.6,42.4,42,42.9,"Becker County, Minnesota",2.41,57.6,18.5,38.2,36.8,6.5,66.7,38.4,20,87.75725753,0.5160239,0.464723278,0.37419277,54.03332842
178.3,445.6,42645,15.9,43.2,42.1,44.7,"Columbiana County, Ohio",2.43,51.9,18,40.1,NA,4.9,63.5,39.2,22,95.25602197,2.30499967,0.336833763,0.458546803,50.84943094
181.2,465.9,36939,20.4,42.8,42,44.4,"Randolph County, Alabama",2.49,53.1,27.4,25.5,NA,6,59.6,40.1,22.5,77.20770046,19.95761215,0.167785235,0.490109502,50.03925967
196.5,425.4,36642,17.7,40.9,39.9,43.6,"Sullivan County, Missouri",2.56,52.2,23.9,43.9,NA,5.7,63.1,35,17.9,93.84213759,0.875307125,0.62960688,2.902334152,47.85031847
217.8,530.4,32683,30.1,36.6,35.2,37.8,"St. Landry Parish, Louisiana",2.68,43.1,26.8,50.8,20,2.4,56.3,37.8,24.7,56.36324495,40.86924282,0.392283497,0.480786481,42.65554216
179.9,460,54916,9.6,44.3,43.1,45.3,"Mercer County, Illinois",0.024,60.2,14.3,34.8,NA,5.8,78.7,33.2,14.2,97.42348047,0.47184454,0.31663252,0.769851617,58.58937491
165.8,520.2,50225,14.2,37.7,36.5,41.2,"Brown County, Illinois",2.43,37.9,28.9,15.6,NA,15.9,77.6,29.6,13.8,78.0142878,16.69339554,1.151771395,0.029158769,48.69158879
161.5,507.1,70074,10.7,40.6,38.9,42.2,"Essex County, Massachusetts",2.59,48.6,14.7,32,NA,13.4,71.6,37.2,21.4,79.79692321,3.912684313,3.4547404,10.18211715,48.51378199
215.5,474.6,40975,18.5,36.7,34.7,38.3,"Tate County, Mississippi",2.67,44.8,19.8,30.6,NA,1.7,60.6,36.3,20.6,67.07372866,30.78303713,0.362484603,0.464543375,46.8612555
204.6,516.6,43647,18,41.8,41.2,42.9,"Garrard County, Kentucky",2.55,58.6,19.3,40.7,33.9,6.1,61.6,37.7,21.9,95.90009425,1.272384543,0.123704053,0.583176249,59.47831362
189,437.7,38887,23.2,44.5,40.6,47.4,"Chowan County, North Carolina",2.41,48.4,15.5,22.6,NA,12.6,56,44.5,26.3,63.05267467,34.15665939,0.211517467,0.784661572,46.13708731
133.5,330.9,49876,17.6,37.6,36.9,38.5,"Pinal County, Arizona",2.87,49.9,28.3,36.3,NA,2.2,61.6,39.5,22.8,79.37255626,4.606282647,1.718440524,5.529386411,54.21202361
142.2,404.1,60577,9.1,34.7,33.9,35.7,"Ottawa County, Michigan",2.74,56.6,8.8,24.3,57.3,9.6,80.2,25.6,11.9,90.07563997,1.635082889,2.798239705,2.913566868,61.39920858
159.3,373.2,36055,25.9,500.4,41.4,42.1,"Marion County, Georgia",2.83,44.1,29.4,41.2,NA,6.8,56.5,36.4,17.3,58.77102643,31.53678911,0.125872525,5.675706603,43.53518822
209.9,484.6,40556,17.3,43.1,41.8,44.6,"Perry County, Arkansas",2.62,54.3,14.1,30.7,NA,2.3,60.2,43.3,25.5,93.67961165,2.077669903,0.087378641,1.650485437,57.4213673
163.4,463.3,58234,7.5,508.8,41.6,43.2,"Iowa County, Iowa",2.34,61.5,15.9,47.8,NA,4.3,81,31.1,11.9,97.95643661,0.838228096,0.189672051,0.140724425,59.62751137
191.7,401.5,38219,17.9,44.6,43.4,47,"Carroll County, Mississippi",2.75,53.1,35.1,31.8,NA,5,53.6,45.3,28.4,64.828787,33.56548655,0.241826272,0,58.25663238
182.8,423.4,41207,16.2,48.6,48,49.6,"Hamilton County, Texas",2.52,56.1,28.3,54.2,13.6,3.9,61.7,42.1,18.9,96.9634648,1.016210985,0.241954996,0.568594241,56.75931775
201.4,473.3,42044,19.4,36.2,35,37.2,"White County, Arkansas",2.55,53.8,11.8,24.3,NA,6.3,61.2,37,20.9,91.11873888,4.590643275,0.559369438,1.254767353,54.51299143
167.3,421.4,50993,13.5,45.7,43.8,46.7,"Clay County, Texas",2.51,59.7,20.9,33.2,NA,5.3,65.3,35.1,16.3,94.81820784,0.715717149,0.391258708,1.20240481,57.76652195
162.2,372,39625,17.4,45,42.2,48,"Las Animas County, Colorado",2.36,52.2,12.6,31.2,NA,0.2,56.6,43,24.7,82.67255051,1.834103289,0.68261739,8.2534648,50.56642636
129.8,430.9,62438,7.6,38.6,37,40,"Bremer County, Iowa",2.45,57.4,8.2,16.1,NA,5,86,26.3,9.2,96.73173316,1.09621419,0.762052243,0.244508741,60.12813668
150.9,468,41209,19.3,45.3,44.2,46.5,"Calhoun County, South Carolina",2.45,53.3,19.4,35.3,NA,4.5,60.8,38.2,18.9,54.20510763,42.40540179,0,2.219548068,47.81021898
174.1,456.2,49513,10.8,46.1,44.8,48.1,"Sac County, Iowa",2.25,59.3,16.2,27.3,45.5,11,77.6,33.3,13.3,97.9011979,0.702900703,0,0.316800317,54.53926464
183.3,544.1,50134,15.2,40.4,38.4,42.3,"Erie County, New York",2.33,44.3,10.5,26.9,NA,14.9,71.9,36.6,19.7,78.6541433,13.30947586,3.150879356,2.151621556,41.89674177
200.4,491.8,58900,9.7,43.6,42.3,44.8,"Gloucester County, Virginia",2.57,57.9,15.5,40.4,NA,7.4,76.4,26.8,9.7,87.72465609,8.267344126,0.508094376,0.224318262,58.1022409
212.7,420.9,39078,20,40.4,39.4,42.1,"Walker County, Georgia",2.59,51.3,20.3,35.3,41.1,3.3,59.8,35.8,20.5,92.37607088,4.583729955,0.376363769,0.609211393,51.45011601
187.7,364.9,46874,13.1,42.5,42.1,42.7,"Ste. Genevieve County, Missouri",2.48,57.7,15.7,35.3,NA,5,76,32.6,13.7,96.62034464,0.72262368,0.038910506,0.011117287,56.91467003
168.1,490.2,42768,18.1,40.3,39.1,41.6,"Polk County, Florida",2.77,48.3,21.9,35.1,NA,4.5,55.7,40.2,24.1,78.76957152,15.07748821,1.672155947,1.825345154,50.30287152
255.9,535.4,31397,24.5,38.6,37.8,39.5,"Scott County, Tennessee",2.61,50.2,12.6,56,NA,3.2,48.7,45.7,30.3,98.26248696,0.222292791,0.113414689,0.049902463,49.54868215
193.3,472.9,52082,15.6,38.5,37,39.3,"Walton County, Georgia",2.88,57.1,14.7,42,39.6,3.7,68.9,30,15.6,79.61972599,15.98473336,1.252885697,0.620642452,60.72740756
171.3,474.6,46895,13.8,46.4,45.1,47.6,"Lake County, Florida",2.57,54.9,21.4,33.3,NA,6.3,62.7,41.4,20.3,83.35592685,9.76168933,1.777106591,2.179926005,55.18108863
163,505,64150,8.9,51.3,49.5,53,"Barnstable County, Massachusetts",2.24,53.2,11.5,37.2,NA,10.9,74.2,44.1,18.9,92.77259901,2.59352039,1.402456627,1.023905087,49.56310834
163.6,519.6,92097,5.5,39.6,39.2,39.9,"Oldham County, Kentucky",2.98,57.5,17.4,32.6,42.1,7.9,85.1,20,8.5,90.34852547,4.2229167,1.365864492,1.521328743,68.27869684
164.9,408.9,31176,32.5,38.4,35.6,40.3,"Crisp County, Georgia",2.64,45.3,27.6,29.4,NA,1.6,46.7,44.5,29.3,53.8903663,43.16290641,1.162391696,0.403191216,45.87134773
178.4,476.7,63030,10,39.2,38.2,40.3,"Porter County, Indiana",2.62,52.9,13,33.8,NA,11.3,77.3,24.7,11.4,92.00216125,3.422585099,1.442636729,1.122050789,54.86369419
211.7,447.9,45168,14.6,42.3,39.9,43.9,"Fountain County, Indiana",2.4,55.3,23.2,33.2,37.9,5.7,73.7,31.9,13,97.76764567,0.444102321,0.112505921,0.307910943,53.57502518
180.1,405.3,34288,28.8,37.9,36.1,39.9,"Ware County, Georgia",2.39,48.2,37.6,27.3,NA,5,50.2,42.8,25.3,65.82313915,29.61957282,1.077737032,2.180667917,45.65139199
220.4,391.5,38473,24.7,37.6,36.7,39.4,"Liberty County, Florida",2.77,41.8,27.1,30.9,NA,5.6,53.4,35.2,20.3,77.97468354,16.52802893,0.807715491,2.688366486,47.55445952
194.6,397.1,31623,28.9,44.3,40.2,46,"Warren County, Georgia",2.58,39.3,19.5,40.9,NA,6.8,52.9,42.1,25.8,37.56518612,58.82035605,1.276748786,0.557453695,37.69411765
205.4,443.1,36205,21.5,36.9,35.1,39.4,"Weakley County, Tennessee",2.32,49,3.9,21.6,NA,5.1,69.2,35,17.8,88.39750109,9.103588552,0.145285486,0.636350429,49.54671736
180.5,477,40994,15.3,38.8,38.1,39.3,"Habersham County, Georgia",2.74,53.7,20,36.2,38,5.8,60.3,33.8,18.2,87.82364969,3.848186183,2.196337905,4.293886553,57.34660926
200,452.5,35313,24.5,40,38.5,42.1,"Haskell County, Oklahoma",2.6,54.6,29,40.9,NA,0.2,46,45.5,25,74.76264591,0.848249027,0.412451362,0.186770428,51.62145625
202.4,405.4,39184,20.9,37.6,35.8,39.2,"Prowers County, Colorado",2.44,54.6,15.6,13.1,NA,5.9,57.1,38.6,25.4,95.1777687,0.662035145,0.441356763,1.536575398,51.35914333
192.8,354.7,46475,13.9,40.6,39.8,41.3,"Douglas County, Wisconsin",2.28,47.6,10.9,26.9,54.7,7.5,66.5,37.9,20.6,92.94732756,1.102764903,1.137012261,0.264846229,44.24412034
155.4,373.8,39126,18.7,32.8,28.8,38,"Houghton County, Michigan",2.51,44.3,5.8,21.6,NA,10.3,71.6,33.2,16.7,93.61702128,0.741953082,2.921440262,0.234588107,46.68361787
173.1,417.9,50388,15.8,32.2,32,32.4,"Grant County, Washington",3,52.3,28.7,33.4,NA,2.1,49.9,41.2,29.2,71.19474313,0.717932008,1.026392962,22.46442924,54.65445682
165.2,453.7,42903,14.3,38,36.4,39.7,"Cascade County, Montana",2.35,52,13.8,36.8,NA,5.8,66.9,34.9,17,88.65148008,1.242538677,0.922158606,0.744305031,47.60833531
127,374.8,25807,36.3,39.2,35,44,"Randolph County, Georgia",2.54,40.7,36.4,34.4,25.9,3.3,41.8,47.8,30.8,34.76418319,61.88653452,2.077922078,0.15037594,39.83536149
189.1,441.8,42967,15.5,40.1,39.3,40.8,"Stephens County, Oklahoma",0.0248,55.2,23,34.7,NA,4.7,62.5,37.1,19.4,84.04454761,2.073383029,0.517787796,3.106726778,52.61361092
167.6,417,42753,15.4,48.2,47,49.9,"Wood County, Texas",2.57,55.4,15.7,40,NA,3.8,61.7,40.8,17.3,90.25800712,4.785540363,0.589998127,2.580071174,57.30826693
169.2,419.2,47387,15.7,50,48.7,51,"Brunswick County, North Carolina",2.34,57.4,16.8,43.4,NA,6.6,62.7,44.1,20.2,83.43598502,10.80344358,0.63920087,2.236771734,55.00782632
174.2,535.4,51978,11.7,48.2,48.6,46.9,"Gilliam County, Oregon",2.24,59,28.8,40.4,NA,3.8,63.5,35.3,14.1,97.76951673,0.955921402,0,0.159320234,52.70108043
181.1,500,44222,15.8,42.9,40.9,44.6,"Luzerne County, Pennsylvania",2.39,45.5,12.9,31.3,NA,9.9,70.8,37.1,18.1,89.85894812,3.93883066,1.075305769,3.110014215,44.48372859
124.6,254.7,81209,8.6,32.2,32.4,32.1,"McKenzie County, North Dakota",2.93,51.1,17.6,31,NA,8.9,70.1,19.3,9.2,78.31513261,0.800832033,0.364014561,0.405616225,53.57809583
189.9,494.3,42946,22,34.2,33.1,35.2,"Milwaukee County, Wisconsin",2.44,38.1,15.5,27.8,NA,10.4,60.2,38.5,25.9,61.84453192,26.39990627,3.772102613,4.196188251,35.13170821
166,423.2,52260,11.7,41.4,40.5,42.1,"Lafayette County, Wisconsin",2.51,57.4,21,33.3,43,2.8,71.8,31,14.9,96.81021681,0.386100386,0.207900208,1.585981586,56.4098706
183.8,492.9,51947,12.3,39.2,37.7,40.6,"Pottawattamie County, Iowa",2.48,50.6,13.2,33.3,NA,8.4,70.5,33.7,17.2,94.44819929,1.287374079,0.615793934,1.244461609,48.75555434
176.6,443.1,52367,9.9,42.3,40.6,44.1,"Carroll County, Iowa",0.0236,57.1,15.1,33.6,NA,7.6,80.6,31.5,12.6,97.07208299,1.522129042,0.077560715,0.334480586,52.96595297
185.4,414.5,52288,12.1,42.4,41.3,43.3,"Dinwiddie County, Virginia",2.74,45.1,5.2,48.5,NA,4.9,71.1,31.2,15.2,64.47883316,32.96335824,0.448239061,0.761294913,49.82392595
166.9,293.5,33017,27.7,41.5,39.5,44.2,"Madison County, Florida",2.52,43.3,33.2,28.6,NA,0.4,51.6,45.2,24.6,58.04367558,38.71002189,0.240269101,1.083880613,46.93075295
181.5,423.2,84686,8.6,36.3,35.9,36.8,"St. Mary's County, Maryland",2.79,53.9,12.5,28.6,49.4,9.5,80.2,25.2,12.3,79.12401701,14.25365373,2.681226851,0.582954732,57.53732709
184,445.6,35550,17.7,42.8,42.8,42.9,"Tishomingo County, Mississippi",2.52,56,17.9,39.4,NA,3,57,40.8,22.7,94.53400891,2.599928348,0.163775014,1.427913404,54.88761108
195.7,475.3,41423,17.3,35.3,33.7,36.9,"Pontotoc County, Oklahoma",2.52,47.4,14.4,30.1,49.6,5.9,58,35,20.2,71.0760741,2.351859151,0.906582578,0.525555118,45.82276746
172.6,406.2,50078,12.8,41.7,40.5,42.9,"Steuben County, Indiana",2.44,54.4,12.1,36.3,NA,5.7,70.2,30.5,15.9,97.30936469,0.253888581,0.428984154,0.178013833,54.37152392
169.3,453.6,60809,12.5,37.6,36.9,38.4,"Coweta County, Georgia",2.73,57.8,15.2,37.6,39.5,7.8,73.5,25.4,13.1,77.26584518,17.8929064,1.70369371,0.943664928,58.15650819
146.6,401.4,53929,17.1,35.6,34.5,36.8,"Maricopa County, Arizona",2.75,47.1,16.7,30.5,NA,8.3,63.1,31.4,19.8,79.58076654,5.221043651,3.78901398,6.188306389,47.03650145
205.9,515.4,45226,19.4,35.8,34.7,37.1,"Iberia Parish, Louisiana",0.0277,46,23.5,41.4,NA,3.3,58,37.5,23,62.28867429,31.42633017,2.687386729,0.742513998,46.37692162
229.9,515.3,30682,28.1,45.2,43.7,46.9,"Monroe County, Arkansas",2.27,42.7,26.4,37.1,34.4,2.1,42.4,56,33.5,55.91857902,40.68455854,0.5445352,1.166861144,37.93103448
153.5,425.9,52011,14,32.9,32.1,33.8,"Lancaster County, Nebraska",2.42,47.4,6.3,17.2,NA,13.4,76.9,24.1,11.7,87.33964037,4.000268384,4.01335212,1.225845411,46.00270254
152.7,342,37933,22.1,34.1,32.6,36.2,"Uvalde County, Texas",3.13,45.8,12.4,37.2,NA,4.8,49.4,37.2,23.9,92.37533393,0.337637281,0.990650045,3.832739685,49.3301719
132.8,359.3,56800,10,34.6,33.2,35.8,"Uinta County, Wyoming",2.76,56.5,18.4,38.6,NA,0.4,71,24.4,13,94.23315815,0.195891065,0.119445772,1.538461538,57.45134631
162.4,420.8,59316,12.9,33,32.6,33.5,"Adams County, Colorado",2.98,49.7,22,33.5,NA,6.8,60.7,29.8,20.1,82.81982827,3.239347547,3.805554259,5.44751128,50.69974717
189,477.6,40120,16.1,45.7,45.2,46,"Oxford County, Maine",2.6,48.1,19,35,NA,7,59,44.4,23.8,96.82694485,0.404033368,0.623465283,0.156737082,49.89663252
169.5,453.4,45964,16.2,40.7,40.2,41.1,"Jefferson County, Indiana",2.37,49.9,18.9,36.6,NA,1.2,68.1,33.9,15.3,94.90339876,1.938187533,0.83505377,0.961390318,49.27524815
182.2,434.4,36339,20.7,44.6,41.9,45.9,"Charlotte County, Virginia",2.57,44.5,5.4,55.8,NA,3.3,56.2,39.2,22.7,67.00235523,31.47892471,0.146186957,0.268009421,46.15710354
175.4,429.9,45567,17.5,40.7,39.6,41.9,"Blount County, Alabama",2.74,59,19.4,33.3,NA,3,66.2,35.9,19,95.09790331,1.531796916,0.143822561,0.961705077,59.43985396
184.3,483.9,52776,10.5,45.4,45.4,45.4,"Oconto County, Wisconsin",2.4,59.9,15,44.5,34.4,6.2,73.1,32.8,17.3,96.33098516,0.245490447,0.442950155,0.6991141,58.53674286
132.6,453.5494221,55291,8.4,54.7,54,55.6,"Storey County, Nevada",2.2,53.5,16.9,43.5,NA,13.7,68.5,34.1,13.2,94.24790023,0.432680071,1.450750827,0.203614151,52.23542728
139.2,397.2,40328,19.3,579.6,48.2,48.5,"Lake County, Oregon",2.08,52.6,7.7,54,NA,4.5,54.7,48.3,25.6,90.28309105,0.612088753,0.816118337,2.384595766,47.56097561
190,442.3,31577,28.5,36.1,35.1,38.5,"Clinch County, Georgia",2.49,41.9,27.8,28.4,NA,10.5,46.2,42.5,27.1,67.19187159,26.63819761,0.427035783,2.812546017,39.05462999
180.4,525.9,52892,16.1,38.8,37.1,40.4,"Onondaga County, New York",2.43,44.6,10.9,22,NA,13.4,73.1,34.4,17.7,80.38026581,11.063967,3.556450511,1.059354607,43.36469148
154.5,495.8,26504,33.2,42.4,41.2,45.1,"Greene County, Alabama",2.7,30.9,22.3,29.9,NA,1.6,44.7,54.1,32.2,17.7877429,80.6599977,0.160975049,0,31.3027179
116,307.3,27882,28.5,49,47.6,52.2,"Costilla County, Colorado",2.46,48.2,22.8,34.4,42.7,0,41,57.5,31.2,92.96285954,0,0.781904496,2.094387043,44.81811942
236.7,517.5,49790,14,43.2,42.1,44.6,"Hamilton County, Illinois",2.36,61.1,20.9,27.4,NA,5.1,67.6,38.6,18.7,99.31506849,0.504686373,0,0,58.13417794
199,400.5,58024,11.2,42.6,41.8,43.3,"Currituck County, North Carolina",2.62,60.7,19.3,49,NA,3.8,71.4,25.1,10.4,90.27845827,6.197942185,0.449126245,0.440960314,60.02150538
224.7,525,42640,18.2,42.6,42.3,42.9,"Caldwell County, Kentucky",2.39,55.2,7.7,60.2,NA,5.8,60.5,42.1,24.2,92.65554343,5.824107282,0.046779978,0,50.10391083
137.9,416.6,51569,13.9,33.2,32.6,33.9,"Gallatin County, Montana",2.39,49.5,5.2,21.1,NA,9.7,77.5,19,9.9,94.85328829,0.398644608,1.245239869,0.479422595,49.2531077
170.8,477.4,56718,13.7,43.1,42.1,44.3,"Ulster County, New York",2.44,46.9,10.6,30.1,NA,10.5,70,34.7,17.8,86.63872035,5.863761721,1.879757308,1.701047987,46.72683306
150.3,457.3,39743,15.8,52.2,52,52.5,"Wallowa County, Oregon",2.18,57.3,16.7,39,40.6,3.8,64.4,48,21.3,95.59574158,0.30625638,0.233338195,0.350007292,49.3835172
184.9,459.8,50055,15.3,37.4,36.4,38.6,"Johnston County, North Carolina",2.85,53.5,20.9,34.1,NA,6.7,64.1,30.6,18.5,78.44850781,15.02612166,0.681069082,2.990537904,55.35270379
159.3,432.5,50172,15.4,33.8,32.3,36.2,"Adams County, Indiana",2.8,58.4,33.9,35.2,NA,5.7,61.8,26.4,12.8,97.53767104,0.698573985,0.31464696,0.868887478,58.46671592
177.3,453.5494221,65342,7.8,39.5,37.8,40.4,"Isanti County, Minnesota",2.68,53.6,13.1,42.5,NA,3.5,75,31.1,16.4,95.76457071,0.582306246,0.74420305,0.415186965,55.03236361
202.1,421.8,37360,17.4,40.8,40.2,41.3,"Miller County, Missouri",2.61,54.5,23.6,35.4,NA,4.6,59.8,38.5,22.6,96.17326495,0.440775765,0.340599455,0.79740343,52.40160813
151.5,454.7,32750,22,53.5,52.4,54.9,"Huerfano County, Colorado",2.08,48.1,23.5,34,NA,0,54.3,49,22,86.2503845,0.676714857,0.184558597,3.614272532,42.32804233
185.1,495.6,48544,12.9,42.6,41.3,44,"Macoupin County, Illinois",2.42,54.6,14.9,30.1,48.2,6.9,70.7,38,18.7,97.18000171,0.685253181,0.429083767,0.121680471,53.28205669
205.5,392.5,37691,18.2,41.7,38.5,43.1,"Little River County, Arkansas",2.39,49.1,9.5,37.5,42.3,10.6,58.8,42,22.6,73.76572327,20.6918239,0,2.625786164,45.9150638
181.6,432.6,43488,19.7,32.9,31.6,34.3,"McLennan County, Texas",2.68,46.6,12,24.9,NA,8.8,62.4,31.2,17.9,77.54663465,14.39970187,1.560216145,3.837187636,47.32220033
167.4,455.2,70358,6.4,37.4,36.3,38.5,"Hendricks County, Indiana",2.76,57.9,19.5,34.8,NA,9,82.3,19.8,8.4,89.29579301,5.765959527,2.396454525,0.847264314,60.63639025
172.2,358.9,45174,14.4,46.4,45,47.5,"Dickinson County, Michigan",2.31,54,28.3,33,NA,4.2,71.2,39.8,17.4,96.60156851,0.488236199,0.618945102,0.084576349,50.68270187
249.7,517.1,43374,19.4,36.5,35.2,37.6,"Lee County, Mississippi",2.6,48.8,19.5,28.9,NA,6.3,61.8,36.2,21.8,68.92845383,27.96697869,0.677360177,0.839644386,47.92176039
153.3,447.6,38530,21.1,41.1,39.7,42.3,"Montgomery County, North Carolina",2.52,48.8,17.9,45,NA,3.1,51.5,40.7,25.2,77.21459367,18.48121445,1.565160683,1.336908083,47.12882509
145.5,429.2,66315,12.5,36.1,35.3,37,"Washington County, Oregon",2.66,53,14.1,31.7,NA,12,73.3,24.6,13.9,77.57321875,1.808849176,9.28408335,5.691015983,53.19678723
189.8,466.8,52050,10.6,38.7,37.3,39.8,"Clark County, Indiana",2.59,48.1,19.8,33.8,41.2,5.2,70.9,28.8,13.9,88.27188309,7.006476352,0.880006361,1.145952059,48.15004421
177.9,511.3,54585,13.3,45.2,44,46.4,"Warren County, New York",2.4,48.4,12.5,33.8,NA,7.1,72.6,36.5,16.8,96.17367291,1.213562442,0.918993556,0.273089905,47.70792892
211.7,483.4,41015,22.2,37.8,36.4,39,"Muskogee County, Oklahoma",2.53,48.9,20,40.8,NA,2.4,52.4,39.3,23.2,60.69434951,11.08452951,0.694919116,1.720209615,46.70006452
166.8,448.3,62875,8.3,36.5,34.3,38.8,"Burke County, North Dakota",2.25,60.5,23,30.5,NA,5.9,79.6,22.4,6.2,97.87137681,0.045289855,0.226449275,0.452898551,50.30612245
223.2,415.8,33324,24.5,536.4,42.8,45.2,"Hall County, Texas",2.71,49.1,27.4,41.8,NA,0,42.6,42.7,26.9,81.67343116,7.461754605,0.312207306,6.244146113,51.51515152
225.1,538.4,52377,12.6,36.7,36.9,36.5,"Meade County, Kentucky",2.73,57.1,20.1,47.6,NA,3.2,67.9,35.6,17.3,92.13347996,3.883428414,0.814488968,0.350539556,59.26801589
167.5,452.2,42840,18.8,42.2,40.6,44,"Mendocino County, California",2.51,45.1,17,35.1,NA,3.3,49.3,49.2,31.5,82.82920589,0.668235402,1.938453806,5.441834963,43.24014463
162.5,462.5,50435,16.7,29.4,28.5,30.7,"Grand Forks County, North Dakota",2.25,45.7,3,19.2,NA,10.5,81.1,22.5,10,88.99665115,2.487713652,2.349990577,0.775598371,43.85891098
182.5,483.8,58697,8.9,43.2,41.6,44.7,"Lake County, Ohio",2.39,52.2,13.9,29,NA,11.5,77,28.7,13.6,92.55220387,3.702105589,1.268322023,0.535659026,50.14290988
